transaction_id,sender_id,receiver_id,amount,timestamp
TXN_00023968,ACC_004130,ACC_012129,0.14,2026-02-20 16:48:41
TXN_00047935,ACC_010523,ACC_006844,0.01,2026-02-15 09:55:22
TXN_00028069,ACC_002663,ACC_004259,1.43,2026-01-29 15:55:19
TXN_00006897,ACC_004711,ACC_013510,0.0,2026-01-19 10:31:41
TXN_00034221,ACC_015914,ACC_003411,1.05,2026-01-01 23:05:25
TXN_00023548,ACC_005547,ACC_007460,3435899.11,2026-01-06 11:54:34
TXN_00053967,ACC_001502,ACC_013793,17.91,2026-01-30 11:44:00
TXN_00030801,ACC_018629,ACC_012744,6.67,2026-01-08 03:02:42
TXN_00040646,ACC_009740,ACC_018307,6556063.29,2026-01-18 19:04:00
TXN_00017097,ACC_008415,ACC_007494,356.5,2026-02-03 19:27:12
TXN_00050727,ACC_004479,ACC_009883,2200603.65,2026-01-02 09:58:15
TXN_00050662,ACC_015631,ACC_013381,12327.49,2026-02-12 10:35:52
TXN_00024177,ACC_016201,ACC_011387,81.37,2026-01-12 15:17:52
TXN_00053345,ACC_001882,ACC_009745,0.03,2026-02-01 04:46:31
TXN_00034986,ACC_017259,ACC_015969,4536725.8,2026-01-20 09:11:42
TXN_00022108,ACC_015823,ACC_016966,450.89,2026-01-21 08:47:29
TXN_00020157,ACC_018518,ACC_006983,170.21,2026-02-05 17:03:23
TXN_00034760,ACC_018206,ACC_003108,1307.37,2026-01-23 08:11:03
TXN_00031441,ACC_010387,ACC_016262,49.99,2026-01-15 19:00:59
TXN_00027294,ACC_001846,ACC_001222,0.02,2026-02-14 23:47:55
TXN_00008190,ACC_001548,ACC_006357,1149.01,2026-02-10 14:41:33
TXN_00016817,ACC_018520,ACC_002966,728022031.26,2026-02-13 13:15:20
TXN_00032075,ACC_017548,ACC_017310,785275.36,2026-02-20 16:25:37
TXN_00014119,ACC_017944,ACC_012274,110.84,2026-02-03 09:35:48
TXN_00055823,ACC_009481,ACC_017261,139.17,2026-02-09 09:36:07
TXN_00036720,ACC_012284,ACC_006381,528.88,2026-02-20 12:29:11
TXN_00027522,ACC_017102,ACC_002841,0.03,2026-02-26 14:36:24
TXN_00034774,ACC_010615,ACC_015415,14495.73,2026-02-14 09:31:04
TXN_00052043,ACC_003117,ACC_018109,0.17,2026-02-18 02:14:33
TXN_00006841,ACC_016798,ACC_011785,21.64,2026-02-16 12:00:15
TXN_00035125,ACC_016776,ACC_011571,1.22,2026-02-11 17:45:25
TXN_00044486,ACC_005687,ACC_003037,6640.09,2026-01-28 10:45:56
TXN_00026063,ACC_008795,ACC_008138,25833.82,2026-01-23 12:21:52
TXN_00016076,ACC_011112,ACC_005401,17524.89,2026-02-05 18:33:18
TXN_00021993,ACC_005918,ACC_006738,2190503.96,2026-02-24 10:42:53
TXN_00005146,ACC_008240,ACC_010420,17330.5,2026-01-01 15:03:52
TXN_00021516,ACC_017522,ACC_014985,1137.34,2026-01-14 18:21:59
TXN_00012538,ACC_017265,ACC_002822,216441.68,2026-01-25 09:26:17
TXN_00040260,ACC_003265,ACC_011533,2032.71,2026-02-14 18:19:50
TXN_00055707,ACC_013477,ACC_003704,104843457.88,2026-02-25 13:58:29
TXN_00009422,ACC_011327,ACC_004857,8.85,2026-02-25 14:15:48
TXN_00057935,COMP_000001,EMP_000071,4026.02,2026-01-16 09:34:11
TXN_00017633,ACC_005883,ACC_017547,1.12,2026-02-24 22:56:28
TXN_00037902,ACC_001258,ACC_004103,323381.47,2026-02-19 08:11:05
TXN_00019533,ACC_007126,ACC_006264,162.51,2026-01-22 08:16:14
TXN_00055616,ACC_003917,ACC_013966,3693.77,2026-01-07 13:45:54
TXN_00013816,ACC_012931,ACC_014175,1095.36,2026-02-03 19:47:11
TXN_00049794,ACC_014593,ACC_014349,1537.59,2026-01-30 16:12:46
TXN_00013085,ACC_009921,ACC_009515,6983903.23,2026-01-04 09:03:23
TXN_00005380,ACC_006480,ACC_014342,0.19,2026-01-20 10:33:35
TXN_00011859,ACC_012293,ACC_014277,0.27,2026-01-02 18:23:56
TXN_00045713,ACC_002021,ACC_006716,222.21,2026-01-16 19:32:14
TXN_00003413,ACC_006769,ACC_001461,5.51,2026-02-03 19:43:20
TXN_00008586,ACC_013121,ACC_006771,2376.95,2026-01-05 15:55:47
TXN_00016557,ACC_011385,ACC_007999,4676225.69,2026-02-20 15:46:07
TXN_00030630,ACC_012552,ACC_014131,1801.89,2026-01-09 08:44:54
TXN_00025905,ACC_006712,ACC_013876,3.24,2026-02-11 07:08:59
TXN_00035721,ACC_010607,ACC_001293,2.8,2026-01-23 14:16:09
TXN_00043747,ACC_000749,ACC_003869,0.31,2026-01-14 11:36:36
TXN_00024450,ACC_004651,ACC_011556,573.6,2026-02-12 08:16:29
TXN_00002702,ACC_018368,ACC_006642,0.04,2026-01-28 12:57:01
TXN_00040017,ACC_002758,ACC_008402,1219.2,2026-02-02 12:14:17
TXN_00046909,ACC_010705,ACC_000543,8051.93,2026-01-11 10:02:37
TXN_00010108,ACC_009455,ACC_006373,114735.6,2026-01-21 16:15:02
TXN_00013948,ACC_016858,ACC_017846,29185.89,2026-02-23 04:52:43
TXN_00032194,ACC_018516,ACC_017527,0.14,2026-02-06 12:45:50
TXN_00042212,ACC_007069,ACC_006459,53.8,2026-01-23 16:26:51
TXN_00003349,ACC_014453,ACC_015628,9972.04,2026-01-07 11:47:10
TXN_00047184,ACC_011299,ACC_015030,140642.67,2026-02-23 16:53:35
TXN_00038940,ACC_000552,ACC_015731,0.92,2026-02-05 17:47:54
TXN_00051210,ACC_002787,ACC_003036,98609.99,2026-02-24 09:43:48
TXN_00022163,ACC_001856,ACC_009825,7.76,2026-01-31 14:37:59
TXN_00038283,ACC_009723,ACC_002222,419206.03,2026-02-28 12:29:11
TXN_00033467,ACC_014844,ACC_012031,44849.34,2026-02-06 19:44:00
TXN_00043378,ACC_014990,ACC_005470,1028432.33,2026-02-14 19:49:37
TXN_00013426,ACC_002753,ACC_015083,501724998.96,2026-02-19 23:13:53
TXN_00028191,ACC_001643,ACC_016649,154.66,2026-01-05 13:04:47
TXN_00057407,ACC_008125,ACC_006856,2045378915.32,2026-01-06 15:48:23
TXN_00008018,ACC_016758,ACC_012255,244435.11,2026-01-09 17:00:28
TXN_00029045,ACC_010123,ACC_014322,48823.49,2026-02-27 13:01:52
TXN_00053375,ACC_003145,ACC_006274,213540.54,2026-01-23 15:38:29
TXN_00025188,ACC_014666,ACC_014097,41567007.44,2026-02-14 18:00:43
TXN_00020966,ACC_010961,ACC_014612,8.29,2026-02-10 13:07:49
TXN_00029181,ACC_003287,ACC_012317,31079.45,2026-01-25 00:59:34
TXN_00031888,ACC_014135,ACC_012068,924.99,2026-01-19 00:10:36
TXN_00023783,ACC_013894,ACC_018584,0.39,2026-01-31 11:00:14
TXN_00024188,ACC_003843,ACC_011982,347.06,2026-02-25 19:55:44
TXN_00013919,ACC_017043,ACC_001143,17934.01,2026-01-29 10:30:13
TXN_00001036,ACC_008011,ACC_007735,52955.82,2026-01-11 18:54:12
TXN_00015688,ACC_006376,ACC_008096,9.4,2026-01-26 15:06:01
TXN_00043996,ACC_006098,ACC_016510,17937.35,2026-01-12 16:43:05
TXN_00045206,ACC_008281,ACC_001468,0.71,2026-01-11 07:03:53
TXN_00038894,ACC_009211,ACC_003712,153489.56,2026-02-26 09:22:47
TXN_00003913,ACC_009674,ACC_004445,4277.09,2026-01-14 10:01:36
TXN_00022947,ACC_011623,ACC_006503,231.0,2026-02-08 15:15:33
TXN_00002999,ACC_007634,ACC_007505,4.19,2026-01-26 16:51:31
TXN_00056646,ACC_015770,ACC_008128,4086097.72,2026-02-01 05:57:06
TXN_00027881,ACC_011047,ACC_014534,33894.53,2026-02-04 14:29:29
TXN_00022080,ACC_005672,ACC_001103,8514.72,2026-02-27 18:03:32
TXN_00011017,ACC_015732,ACC_015527,1125.32,2026-01-07 12:22:55
TXN_00013645,ACC_005227,ACC_014632,4.41,2026-01-02 13:04:28
TXN_00027181,ACC_005030,ACC_003054,1566.96,2026-02-05 19:00:38
TXN_00049586,ACC_000654,ACC_002518,94677.93,2026-02-09 19:06:58
TXN_00032987,ACC_002035,ACC_013448,0.13,2026-01-09 09:06:04
TXN_00053604,ACC_007524,ACC_009133,5.62,2026-02-25 18:17:42
TXN_00045240,ACC_004864,ACC_000379,0.12,2026-02-10 09:04:49
TXN_00028585,ACC_002177,ACC_011494,0.22,2026-02-14 19:27:18
TXN_00049479,ACC_010446,ACC_005470,13171939.59,2026-01-20 14:17:52
TXN_00047487,ACC_007780,ACC_002210,2.25,2026-01-04 15:03:36
TXN_00014313,ACC_011217,ACC_016083,1208846.31,2026-01-20 17:54:29
TXN_00012151,ACC_015865,ACC_008437,28609.62,2026-01-02 07:04:34
TXN_00021298,ACC_017698,ACC_012674,4.12,2026-01-14 19:33:40
TXN_00019487,ACC_002928,ACC_012640,31.23,2026-01-30 05:24:22
TXN_00030736,ACC_015012,ACC_011772,62446.08,2026-01-20 16:22:19
TXN_00006207,ACC_002349,ACC_014666,13071.87,2026-02-10 12:48:03
TXN_00051769,ACC_004776,ACC_010591,8.35,2026-01-29 12:57:39
TXN_00055214,ACC_011573,ACC_014138,864494.48,2026-01-30 08:45:33
TXN_00056233,ACC_004641,ACC_002041,62.54,2026-01-28 14:46:52
TXN_00004429,ACC_002040,ACC_003543,3662332.79,2026-01-23 16:47:12
TXN_00028258,ACC_013189,ACC_017398,8030.03,2026-01-01 16:24:10
TXN_00031366,ACC_005173,ACC_013354,2342.49,2026-02-20 09:08:34
TXN_00015938,ACC_013568,ACC_018750,44415030.25,2026-01-18 01:56:52
TXN_00024378,ACC_006305,ACC_007751,3096851.2,2026-02-06 13:17:11
TXN_00008027,ACC_012719,ACC_009549,2664912.7,2026-02-20 11:27:32
TXN_00028824,ACC_007850,ACC_015127,264.55,2026-02-12 16:21:02
TXN_00037449,ACC_009837,ACC_016217,1293339.58,2026-02-16 17:23:30
TXN_00027696,ACC_003100,ACC_017297,254.4,2026-02-03 11:37:57
TXN_00054462,ACC_001657,ACC_007936,0.04,2026-02-11 13:16:56
TXN_00017156,ACC_015959,ACC_014201,2082.63,2026-02-28 13:44:15
TXN_00052172,ACC_014504,ACC_008458,11.02,2026-01-29 23:49:45
TXN_00019804,ACC_002230,ACC_017550,100914744.44,2026-02-20 05:44:53
TXN_00022322,ACC_007352,ACC_012956,1834.18,2026-02-26 16:26:17
TXN_00031449,ACC_017923,ACC_017568,25048.09,2026-02-03 15:23:02
TXN_00019166,ACC_012679,ACC_011725,113.97,2026-02-06 13:44:01
TXN_00054493,ACC_017944,ACC_014083,233507.98,2026-02-05 12:48:48
TXN_00002028,ACC_004118,ACC_018138,3250.96,2026-02-04 15:20:19
TXN_00034073,ACC_011610,ACC_003304,368.93,2026-01-03 13:38:14
TXN_00036133,ACC_010415,ACC_008692,512.34,2026-02-11 18:19:01
TXN_00049095,ACC_014488,ACC_011526,10.32,2026-01-09 13:12:02
TXN_00007556,ACC_015902,ACC_007687,1040.46,2026-01-23 16:38:38
TXN_00053158,ACC_008382,ACC_004963,1.8,2026-01-06 23:17:50
TXN_00004891,ACC_005752,ACC_004716,253.97,2026-01-05 20:38:13
TXN_00028675,ACC_003810,ACC_001640,475.58,2026-01-27 14:05:27
TXN_00054992,ACC_015004,ACC_004584,4.24,2026-01-18 03:23:55
TXN_00004927,ACC_016087,ACC_017079,34.97,2026-01-17 08:08:14
TXN_00032146,ACC_002272,ACC_012650,44358.32,2026-02-16 16:14:04
TXN_00004543,ACC_014902,ACC_005309,0.17,2026-01-08 17:10:12
TXN_00045438,ACC_009404,ACC_003331,749539.43,2026-02-16 14:25:04
TXN_00005539,ACC_009151,ACC_004954,5325125623.04,2026-02-06 12:10:04
TXN_00042430,ACC_008830,ACC_013408,2194087.81,2026-01-28 11:17:24
TXN_00055164,ACC_002105,ACC_003224,3420.14,2026-02-24 17:37:52
TXN_00047351,ACC_013167,ACC_007094,2208449.12,2026-01-08 11:57:46
TXN_00030170,ACC_010133,ACC_013140,0.3,2026-02-08 17:17:29
TXN_00018966,ACC_005917,ACC_018089,108712.79,2026-02-18 18:55:29
TXN_00023140,ACC_001051,ACC_016692,128.99,2026-01-25 12:09:09
TXN_00050758,ACC_001211,ACC_013060,20.95,2026-01-10 06:22:57
TXN_00027304,ACC_003870,ACC_011615,34237612.42,2026-01-20 12:12:22
TXN_00052013,ACC_004671,ACC_000542,24079.72,2026-02-22 09:01:09
TXN_00030474,ACC_005919,ACC_014358,377228.59,2026-02-08 13:03:34
TXN_00050711,ACC_001177,ACC_001069,79321.13,2026-02-03 18:37:46
TXN_00057770,CUST_000176,MERCH_000001,78.55,2026-02-24 14:55:47
TXN_00041476,ACC_013682,ACC_013739,533233.43,2026-01-31 21:46:05
TXN_00008251,ACC_016248,ACC_000595,116358.32,2026-02-13 18:28:20
TXN_00054646,ACC_018130,ACC_011783,4225.59,2026-02-19 16:56:44
TXN_00019195,ACC_007392,ACC_007406,73.88,2026-01-23 08:20:43
TXN_00054832,ACC_018595,ACC_017828,3563.22,2026-01-06 17:45:07
TXN_00005181,ACC_003126,ACC_018113,423231167.14,2026-02-19 15:48:18
TXN_00044996,ACC_002301,ACC_013161,182.55,2026-02-18 10:20:04
TXN_00006014,ACC_006239,ACC_012943,11372.66,2026-01-12 10:42:44
TXN_00043863,ACC_015545,ACC_003728,255189.72,2026-01-23 08:26:18
TXN_00024069,ACC_015666,ACC_013881,260743.2,2026-02-16 09:40:55
TXN_00026727,ACC_007036,ACC_001970,13.77,2026-01-02 12:02:21
TXN_00044108,ACC_015162,ACC_011294,11440422.28,2026-02-03 12:28:13
TXN_00006613,ACC_015043,ACC_015642,1307626.88,2026-02-11 18:12:32
TXN_00048904,ACC_002317,ACC_011074,6955.44,2026-01-19 18:27:43
TXN_00033628,ACC_007772,ACC_003952,79139.91,2026-02-15 18:27:32
TXN_00047183,ACC_003391,ACC_009181,168.62,2026-01-28 19:37:38
TXN_00041463,ACC_018433,ACC_016802,30174.36,2026-02-20 14:44:31
TXN_00024515,ACC_002029,ACC_013604,569.01,2026-01-10 17:50:52
TXN_00041579,ACC_008080,ACC_018575,142039.4,2026-02-16 16:26:39
TXN_00029438,ACC_005830,ACC_010214,143.48,2026-01-06 15:42:27
TXN_00021958,ACC_009222,ACC_003371,185.66,2026-01-12 13:16:19
TXN_00045278,ACC_008862,ACC_003488,773.8,2026-02-19 18:50:13
TXN_00035068,ACC_006506,ACC_010603,1.05,2026-01-15 10:59:04
TXN_00027414,ACC_015370,ACC_014104,26.04,2026-02-02 17:24:49
TXN_00025572,ACC_014810,ACC_000549,375.59,2026-01-19 17:34:24
TXN_00031512,ACC_001520,ACC_000493,8060.47,2026-01-08 12:13:57
TXN_00008779,ACC_017523,ACC_000181,0.05,2026-01-25 08:13:19
TXN_00050564,ACC_004689,ACC_006825,0.47,2026-02-10 03:19:56
TXN_00042782,ACC_000843,ACC_010344,0.38,2026-02-13 14:52:34
TXN_00021996,ACC_009853,ACC_006023,3613.28,2026-02-05 10:00:55
TXN_00048421,ACC_009147,ACC_000912,95.93,2026-01-31 08:48:17
TXN_00010242,ACC_005434,ACC_006842,259488.18,2026-02-25 15:52:11
TXN_00035046,ACC_017117,ACC_003605,0.02,2026-01-01 10:15:59
TXN_00015448,ACC_014232,ACC_012155,3.57,2026-02-25 09:58:13
TXN_00027234,ACC_016818,ACC_012502,202310.43,2026-01-25 08:00:54
TXN_00024056,ACC_000951,ACC_001826,44687.56,2026-01-19 10:28:33
TXN_00036405,ACC_010731,ACC_001465,1266.16,2026-01-14 09:43:13
TXN_00016447,ACC_012766,ACC_018126,10356821.53,2026-01-11 10:28:02
TXN_00045333,ACC_008445,ACC_001285,53.72,2026-02-12 10:36:45
TXN_00010714,ACC_017221,ACC_006792,1109.37,2026-02-21 00:43:27
TXN_00041861,ACC_001057,ACC_002538,1526.74,2026-01-07 19:40:29
TXN_00029764,ACC_008971,ACC_009159,0.07,2026-01-06 23:47:05
TXN_00011848,ACC_002246,ACC_005792,39.57,2026-02-20 08:56:14
TXN_00034341,ACC_017108,ACC_013767,25.96,2026-01-24 15:08:29
TXN_00045002,ACC_012362,ACC_004495,27343.43,2026-02-20 19:42:23
TXN_00005865,ACC_018620,ACC_014986,2643548.74,2026-02-18 05:40:04
TXN_00052424,ACC_013732,ACC_010442,1918721.76,2026-02-12 10:54:36
TXN_00031845,ACC_012344,ACC_015516,66.41,2026-02-01 17:41:31
TXN_00034743,ACC_003263,ACC_010991,6921.48,2026-01-02 08:29:43
TXN_00000250,ACC_000157,ACC_014651,2253.54,2026-01-02 17:15:45
TXN_00028424,ACC_012280,ACC_003477,0.07,2026-02-11 11:59:54
TXN_00016837,ACC_000832,ACC_006093,157717.08,2026-02-11 14:35:02
TXN_00021079,ACC_005878,ACC_018167,5.15,2026-01-19 12:48:35
TXN_00052030,ACC_000865,ACC_005699,59666.56,2026-02-06 01:52:48
TXN_00045698,ACC_008355,ACC_005300,0.0,2026-02-23 18:58:55
TXN_00002280,ACC_002757,ACC_011657,786929.03,2026-02-05 09:43:14
TXN_00044603,ACC_016702,ACC_009453,23.45,2026-01-09 09:51:03
TXN_00055842,ACC_017484,ACC_005727,8819.12,2026-02-09 17:51:59
TXN_00002596,ACC_018440,ACC_012654,737.95,2026-02-23 09:57:25
TXN_00004624,ACC_004878,ACC_002616,0.47,2026-01-29 19:51:02
TXN_00045551,ACC_011704,ACC_007456,46.97,2026-01-07 15:35:22
TXN_00022323,ACC_002747,ACC_001815,3.66,2026-02-04 13:09:41
TXN_00004496,ACC_012700,ACC_013165,6.04,2026-01-03 12:15:51
TXN_00035817,ACC_012355,ACC_002339,14.08,2026-01-15 14:57:21
TXN_00007193,ACC_002186,ACC_013093,102238.94,2026-02-17 15:54:54
TXN_00012412,ACC_015350,ACC_018197,1.19,2026-01-15 19:27:06
TXN_00011019,ACC_016035,ACC_001683,46672.66,2026-01-13 12:54:40
TXN_00030792,ACC_008559,ACC_007005,630.9,2026-02-20 18:17:30
TXN_00031002,ACC_001611,ACC_011271,1590.48,2026-01-04 19:01:28
TXN_00014795,ACC_002912,ACC_016758,1296573.19,2026-01-27 13:28:58
TXN_00003807,ACC_015080,ACC_013794,774254.01,2026-01-16 03:59:45
TXN_00027490,ACC_016305,ACC_013915,16.18,2026-02-04 10:34:58
TXN_00050434,ACC_018321,ACC_014585,11997838.02,2026-02-19 10:20:05
TXN_00021663,ACC_016023,ACC_001628,0.42,2026-02-09 23:38:04
TXN_00053128,ACC_017288,ACC_014227,682889829.0,2026-01-08 17:11:37
TXN_00036496,ACC_015023,ACC_009984,1387.44,2026-01-30 12:11:30
TXN_00043133,ACC_004363,ACC_015913,4.1,2026-02-20 16:33:40
TXN_00010158,ACC_011467,ACC_011448,1.39,2026-01-08 11:41:54
TXN_00013824,ACC_013671,ACC_017688,8504.46,2026-02-28 19:02:19
TXN_00015714,ACC_017814,ACC_001181,94827.04,2026-02-12 17:29:55
TXN_00011552,ACC_007723,ACC_014811,102.39,2026-01-20 17:03:02
TXN_00057391,ACC_009296,ACC_015088,64.6,2026-01-27 09:57:14
TXN_00003832,ACC_007731,ACC_001131,1687.2,2026-01-15 18:53:53
TXN_00042945,ACC_017973,ACC_007329,230.15,2026-02-03 11:31:26
TXN_00006360,ACC_002282,ACC_010676,941.71,2026-01-23 12:32:45
TXN_00019946,ACC_008331,ACC_017889,124.42,2026-01-28 09:52:57
TXN_00043493,ACC_013614,ACC_016013,488934.68,2026-01-15 08:37:29
TXN_00002131,ACC_005933,ACC_008751,136.31,2026-01-23 11:19:10
TXN_00037696,ACC_010901,ACC_018107,553.81,2026-02-28 10:42:39
